p_name,Task,Gender,Accuracy,AOI,Time (ms after epoch),dwell_duration,phase_number
P108,2,M,0,Inspection,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,505,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,430,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1729,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,8821,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,715,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,497,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,12088,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,65,2
P108,2,M,0,Inspection,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1597,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,4889,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,22044,2
P108,2,M,0,Inspection,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,8267,2
P108,2,M,0,Inspection,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,872,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,3145,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,656,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,455,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,560,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,3884,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,75,2
P108,2,M,0,Inspection,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1258,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,37,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1146,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,5304,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,55,2
P108,2,M,0,Inspection,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1633,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,5264,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1471,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,33,2
P108,2,M,0,Inspection,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,857,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,13129,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,70,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1909,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,182,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,615,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,3809,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1965,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,5817,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,528,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,479,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,417,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,480,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,695,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,553,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,431,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,598,2
P108,2,M,0,Editing,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,7,2
P108,2,M,0,Understanding,1.56E+12,110,2
P108,2,M,0,Editing,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,5,2
P108,2,M,0,Understanding,1.56E+12,148,2
P108,2,M,0,Editing,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,5,2
P108,2,M,0,Understanding,1.56E+12,1386,2
P108,2,M,0,Understanding,1.56E+12,470,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,383,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,512,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,513,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,591,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,2824,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1801,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,9055,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1954,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,918,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,393,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,703,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,5752,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,913,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,663,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,6480,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,433,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,5952,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,831,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,440,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1505,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,26943,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,6840,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,2224,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,29401,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,61552,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,824,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,928,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,5609,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,2201,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,7343,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,8958,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1512,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,5528,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,537,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,464,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,864,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1191,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1864,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,633,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,2376,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,3791,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,809,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,7544,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,2336,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,5392,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,714,2
P108,2,M,0,Editing,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,5,2
P108,2,M,0,Understanding,1.56E+12,303,2
P108,2,M,0,Understanding,1.56E+12,1033,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,454,2
P108,2,M,0,Editing,1.56E+12,1961,2
P108,2,M,0,Understanding,1.56E+12,548,2
P108,2,M,0,Editing,1.56E+12,160,2
P108,2,M,0,Understanding,1.56E+12,279,2
P108,2,M,0,Editing,1.56E+12,1496,2
P108,2,M,0,Understanding,1.56E+12,3113,2
P108,2,M,0,Editing,1.56E+12,1943,2
P108,2,M,0,Understanding,1.56E+12,377,2
P108,2,M,0,Editing,1.56E+12,1375,2
P108,2,M,0,Understanding,1.56E+12,288,2
P108,2,M,0,Editing,1.56E+12,1976,2
P108,2,M,0,Understanding,1.56E+12,226,2
P108,2,M,0,Editing,1.56E+12,459,2
P108,2,M,0,Understanding,1.56E+12,116,2
P108,2,M,0,Editing,1.56E+12,330,2
P108,2,M,0,Understanding,1.56E+12,1072,2
P108,2,M,0,Understanding,1.56E+12,4149,2
P108,2,M,0,Editing,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,6,2
P108,2,M,0,Understanding,1.56E+12,1209,2
P108,2,M,0,Understanding,1.56E+12,3424,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,11567,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,2216,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,483,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,1919,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,5759,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,5760,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,920,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,743,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,2818,2
P108,2,M,0,Navigation,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,515,2
P108,2,M,0,Editing,1.56E+12,1,2
P108,2,M,0,Understanding,1.56E+12,7,2
P108,2,M,0,Understanding,1.56E+12,1479,3
P108,2,M,0,Editing,1.56E+12,1530,3
P108,2,M,0,Understanding,1.56E+12,3929,3
P108,2,M,0,Editing,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,4,3
P108,2,M,0,Understanding,1.56E+12,5923,3
P108,2,M,0,Editing,1.56E+12,3554,3
P108,2,M,0,Understanding,1.56E+12,2823,3
P108,2,M,0,Editing,1.56E+12,2964,3
P108,2,M,0,Understanding,1.56E+12,521,3
P108,2,M,0,Editing,1.56E+12,130,3
P108,2,M,0,Understanding,1.56E+12,200,3
P108,2,M,0,Editing,1.56E+12,400,3
P108,2,M,0,Understanding,1.56E+12,454,3
P108,2,M,0,Editing,1.56E+12,504,3
P108,2,M,0,Understanding,1.56E+12,1223,3
P108,2,M,0,Understanding,1.56E+12,2018,3
P108,2,M,0,Editing,1.56E+12,2114,3
P108,2,M,0,Understanding,1.56E+12,428,3
P108,2,M,0,Understanding,1.56E+12,813,3
P108,2,M,0,Editing,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,2,3
P108,2,M,0,Understanding,1.56E+12,128,3
P108,2,M,0,Editing,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,3,3
P108,2,M,0,Understanding,1.56E+12,135,3
P108,2,M,0,Editing,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,7,3
P108,2,M,0,Understanding,1.56E+12,1584,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,1054,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,976,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,531,3
P108,2,M,0,Editing,1.56E+12,1254,3
P108,2,M,0,Understanding,1.56E+12,486,3
P108,2,M,0,Understanding,1.56E+12,1657,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,812,3
P108,2,M,0,Editing,1.56E+12,1871,3
P108,2,M,0,Understanding,1.56E+12,191,3
P108,2,M,0,Editing,1.56E+12,625,3
P108,2,M,0,Understanding,1.56E+12,336,3
P108,2,M,0,Editing,1.56E+12,2423,3
P108,2,M,0,Understanding,1.56E+12,2841,3
P108,2,M,0,Editing,1.56E+12,527,3
P108,2,M,0,Understanding,1.56E+12,4529,3
P108,2,M,0,Editing,1.56E+12,1583,3
P108,2,M,0,Understanding,1.56E+12,989,3
P108,2,M,0,Understanding,1.56E+12,497,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,2264,3
P108,2,M,0,Inspection,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,411,3
P108,2,M,0,Editing,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,11,3
P108,2,M,0,Understanding,1.56E+12,299,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,731,3
P108,2,M,0,Editing,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,8,3
P108,2,M,0,Understanding,1.56E+12,445,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,1655,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,490,3
P108,2,M,0,Editing,1.56E+12,680,3
P108,2,M,0,Understanding,1.56E+12,454,3
P108,2,M,0,Understanding,1.56E+12,761,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,506,3
P108,2,M,0,Editing,1.56E+12,520,3
P108,2,M,0,Understanding,1.56E+12,546,3
P108,2,M,0,Understanding,1.56E+12,2337,3
P108,2,M,0,Editing,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,4,3
P108,2,M,0,Understanding,1.56E+12,365,3
P108,2,M,0,Understanding,1.56E+12,1257,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,1192,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,9305,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,4440,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,932,3
P108,2,M,0,Editing,1.56E+12,177,3
P108,2,M,0,Understanding,1.56E+12,804,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,202,3
P108,2,M,0,Editing,1.56E+12,95,3
P108,2,M,0,Understanding,1.56E+12,1435,3
P108,2,M,0,Understanding,1.56E+12,8682,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,3745,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,1232,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,1711,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,472,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,1785,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,456,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,5271,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,392,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,417,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,2503,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,12905,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,3030,3
P108,2,M,0,Editing,1.56E+12,2070,3
P108,2,M,0,Understanding,1.56E+12,1678,3
P108,2,M,0,Editing,1.56E+12,989,3
P108,2,M,0,Understanding,1.56E+12,1157,3
P108,2,M,0,Editing,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,2,3
P108,2,M,0,Understanding,1.56E+12,417,3
P108,2,M,0,Editing,1.56E+12,932,3
P108,2,M,0,Understanding,1.56E+12,1220,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,495,3
P108,2,M,0,Editing,1.56E+12,1292,3
P108,2,M,0,Understanding,1.56E+12,2256,3
P108,2,M,0,Editing,1.56E+12,915,3
P108,2,M,0,Understanding,1.56E+12,600,3
P108,2,M,0,Editing,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,3,3
P108,2,M,0,Understanding,1.56E+12,6096,3
P108,2,M,0,Inspection,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,351,3
P108,2,M,0,Understanding,1.56E+12,424,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,572,3
P108,2,M,0,Editing,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,8,3
P108,2,M,0,Understanding,1.56E+12,1108,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,666,3
P108,2,M,0,Editing,1.56E+12,436,3
P108,2,M,0,Understanding,1.56E+12,858,3
P108,2,M,0,Understanding,1.56E+12,595,3
P108,2,M,0,Editing,1.56E+12,744,3
P108,2,M,0,Understanding,1.56E+12,469,3
P108,2,M,0,Understanding,1.56E+12,1400,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,768,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,568,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,1128,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,573,3
P108,2,M,0,Editing,1.56E+12,1669,3
P108,2,M,0,Understanding,1.56E+12,7489,3
P108,2,M,0,Editing,1.56E+12,1066,3
P108,2,M,0,Understanding,1.56E+12,321,3
P108,2,M,0,Editing,1.56E+12,727,3
P108,2,M,0,Understanding,1.56E+12,293,3
P108,2,M,0,Editing,1.56E+12,168,3
P108,2,M,0,Understanding,1.56E+12,482,3
P108,2,M,0,Editing,1.56E+12,2254,3
P108,2,M,0,Understanding,1.56E+12,244,3
P108,2,M,0,Editing,1.56E+12,324,3
P108,2,M,0,Understanding,1.56E+12,168,3
P108,2,M,0,Editing,1.56E+12,6168,3
P108,2,M,0,Understanding,1.56E+12,552,3
P108,2,M,0,Editing,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,2,3
P108,2,M,0,Understanding,1.56E+12,110,3
P108,2,M,0,Editing,1.56E+12,1088,3
P108,2,M,0,Understanding,1.56E+12,1983,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,962,3
P108,2,M,0,Editing,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,5,3
P108,2,M,0,Understanding,1.56E+12,635,3
P108,2,M,0,Editing,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,4,3
P108,2,M,0,Understanding,1.56E+12,796,3
P108,2,M,0,Editing,1.56E+12,152,3
P108,2,M,0,Understanding,1.56E+12,176,3
P108,2,M,0,Editing,1.56E+12,561,3
P108,2,M,0,Understanding,1.56E+12,544,3
P108,2,M,0,Editing,1.56E+12,2565,3
P108,2,M,0,Understanding,1.56E+12,943,3
P108,2,M,0,Understanding,1.56E+12,816,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,12488,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,1096,3
P108,2,M,0,Navigation,1.56E+12,1,3
P108,2,M,0,Understanding,1.56E+12,18909,3
P109,1,M,1,Understanding,1.56E+12,5,1
P109,1,M,1,Understanding,1.56E+12,14,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,421,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,49777,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,11928,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,4225,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,27620,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,522,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,9247,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,44,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,4564,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,37,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,5861,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,16276,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,66,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,3735,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,164,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,19799,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,58596,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,111,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,13762,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,38,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,1646,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,39,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,5615,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,37145,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,3872,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,14624,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,3363,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,11493,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,3392,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,13603,1
P109,1,M,1,Understanding,1.56E+12,9013,1
P109,1,M,1,Understanding,1.56E+12,19874,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,54743,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,485,1
P109,1,M,1,Understanding,1.56E+12,7259,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,11823,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,5893,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,32938,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,7882,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,3581,1
P109,1,M,1,Understanding,1.56E+12,5074,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,1136,1
P109,1,M,1,Editing,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,17,1
P109,1,M,1,Understanding,1.56E+12,451,1
P109,1,M,1,Understanding,1.56E+12,609,1
P109,1,M,1,Editing,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,9,1
P109,1,M,1,Understanding,1.56E+12,3889,1
P109,1,M,1,Understanding,1.56E+12,1487,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,1426,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,1031,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,7945,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,1426,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,9750,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,432,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,14432,1
P109,1,M,1,Navigation,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,2832,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,1091,1
P109,1,M,1,Editing,1.56E+12,211,1
P109,1,M,1,Understanding,1.56E+12,839,1
P109,1,M,1,Understanding,1.56E+12,1372,1
P109,1,M,1,Inspection,1.56E+12,1,1
P109,1,M,1,Understanding,1.56E+12,12833,1
